Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
GFTZ 12,889,10,10,Ar/Ar,Metamorphic,"Plateau age, ~90% gas release. Reported as 884 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.39588,-80.04983,Approx. 3 km N of town of Parry Sound on Hwy 69. Coordinates interpolated from regional-scale sketch map in report (approximate),Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
GFTZ 13,896,8,8,Ar/Ar,Metamorphic,"Plateau age, ~95% gas release. Reported as 891 Ma to flux monitor MMhb-1=520 Ma; recalculated to flux monitor MMhb-1=523.1 (Renne et al, 1998).",Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.31672,-80.09984,Approx. 7 km SW of town of Parry Sound. Coordinates interpolated from regional-scale sketch map in report (approximate),Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-221",GSCdatabase,,,,,,
CFCC-216,1190,40,40,K/Ar,Metamorphic,"Reported as 1180 Ma; recalibrated to IUGS (1977) decay constants. Concentrate = ""clean, clear muscovite"".",Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,ON,45.96671,-81.46656,"Coast of georgian Bay, near Killarney",Allochthonous Polycyclic Belt - Killarney granite,Plutonic,syenitic granite phase,"Wanless, R.K., Stevens, R.D., Lachance, G.R. and Delabio, R.N., 1974. Isotopic ages, Report 12; Age determinations and geological studies, Geological Survey of Canada, Paper 74-2, p. 6-63",GSCdatabase,,,,,,
SRD104,893,2,2,Ar/Ar,Metamorphic,"Plateau age, ~70% gas release. Reported as 889 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Error doubled (reported to only 1-sigma in paper).",Muscovite,Laser-Step,Direct,Grenville Province,ON,44.94568,-76.67643,no description given,Sharbot Lake Domain - Robertson Lake Shear Zone,Plutonic,pegmatite mylonite,"Busch, J.P., van der Pljuim, B.A., Hall, C.M. and Essene, E.J., 1996. Listric normal faulting during postorogenic extension revealed by 40Ar/39Ar thermochronology near the Robertson Lake shear zone, Grenville orogen, Canada; Tectonics, v. 15, p. 387-402",GSCdatabase,,,,,,
HL86-2B,895,4,4,Ar/Ar,Metamorphic,"Plateau age, 64.9% gas release. Reported as 889 Ma to flux monitor MMhb-1=519.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Total gas age = 896 Ma (recalc'd)",Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,44.64589,-77.09972,NE of Madoc. Location approximate,"Central Metasedimentary Belt, Elzevir terrane - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar thermochronometry; Tectonics, v. 10, p. 959-977",GSCdatabase,,,,,,
BK-70-482D,864,24,24,K/Ar,Metamorphic,"Reported as 853 Ma; recalibrated to IUGS (1977) decay constants. Concentrate = ""clean, ...no visible contamination"".",Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,NL,50.72811,-56.17961,"The west shore of Canada Bay, 1.6 kilometres south of Torrent Cove, Great Northern Peninsula.",Long Range inlier (Grenvillian basement within Humber Zone) - Long Range inlier,Plutonic,"salmon pink and grey-green pegmatite, containing slightly crinkled coarse-grained muscovite and feldspar which shows evidence of fracturing","Wanless, R.K., Stevens, R.D., Lachance, G.R. and Delabio, R.N., 1973. Isotopic ages - Report 11; Age determinations and geological studies. Geological Survey of Canada, Paper 73-2, p. 8-114",GSCdatabase,,,,,,
60-GF-140,921,55,55,K/Ar,Metamorphic,"Reported as 910 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = ""not detected"". Correction for atmospheric argon problematic.",Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,52.22506,-68.86607,Lake Schelles,Allochthonous Polycyclic Belt - correl. Knob Lake Group,Metamorphic,muscovite quartz schist,"Lowdon, J.A., Stockwell, C.H., Tipper, H.W. and Wanless, R.K., 1963. Isotopic ages - Report 3; Age determinations and geological studies (including Isotopic Ages - Report 3); Geological Survey of Canada, Paper 62-17, p. 5-120",GSCdatabase,,,,,,
SH-58-62,996,30,30,K/Ar,Metamorphic,Reported as 985 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = 4%. Correction for atmospheric argon problematic. Age is inconsistent with older biotite-pair and whole-rock ages.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,49.54729,-74.19124,Railway cut just west of Chibougamau Highway,unknown,Metamorphic,medium-grained granitic gneiss,"Wanless, R.K., Stevens, R.D., Lachance, G.R. and Rimsaite, J.Y.H., 1965. Isotopic Ages - Report 5; Age determinations and geological studies, Part 1 - Isotopic ages, Report 5. Geological Survey of Canada, Paper 64-17, p. 11-126 OR/OU Wanless, R.K., Stevens, R.D., Lachance, G.R. and Rimsaite, J.Y.H., 1966. K-Ar isotopic ages, Report 6; Age determinations and geological studies, Geological Survey of Canada, Paper 65-17, p. 7-101",GSCdatabase,,,,,,
DE-65-1,873,32,32,K/Ar,Metamorphic,"Reported as 862 Ma; recalibrated to IUGS (1977) decay constants. Concentrate = clean slightly blistered, 1% hornblende contamination",Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,QC,52.55007,-67.88269,Mt. Wright area,Parathochthonous Belt - Grenville Gneiss,Metamorphic,mafic-rich band in gneiss,"Wanless, R.K., Stevens, R.D., Lachance, G.R. and Edmonds, C.M., 1968. K-Ar isotopic ages, Report 8; Age determinations and geological studies, Geological Survey of Canada, Paper 67-2A, p. 11-141",GSCdatabase,,,,,,
SH-35-62,956,60,60,K/Ar,Metamorphic,Reported as 945 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = <1%. Correction for atmospheric argon problematic.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,53.53759,-67.68686,In a creek bed a few hundred feet (?approx. 100 m?) inland from the W shore of Harvey Lake,Kaniapiskau Supergroup,Metamorphic,medium-grained grey paragneiss,"Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121",GSCdatabase,,,,,,
SH-6-59,991,60,60,K/Ar,Metamorphic,Reported as 980 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = 3% plus other impurities totalling 50% of the concentrate. Correction for atmospheric argon problematic.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,49.14562,-73.58399,"NE side of Chibougamau Highway at mile 71.9, near N end of Lac d'Argenson (Lac Chigoubiche)",unknown,Metamorphic,"fresh medium-grained light grey paragneiss composd of biotite, nornblende, muscovite, quartz, microcline, oligoclase, garnet, and minor calcite, apatite, and magnetite","Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121 OR/OU Wanless, R.K., Stevens, R.D., Lachance, G.R. and Rimsaite, J.Y.H., 1966. K-Ar isotopic ages, Report 6; Age determinations and geological studies, Geological Survey of Canada, Paper 65-17, p. 7-101",GSCdatabase,,,,,,
SH-52-62,1020,60,60,K/Ar,Metamorphic,Reported as 1010 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = <1%. Correction for atmospheric argon problematic. Age is inconsistent older with biotite-pair.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,49.57507,-74.25096,"Road cut on Chibougamau Highway, approx. 650 m E of bridge over the narrows in Lac Dufresne",unknown,Metamorphic,medium-grained light grey micaceous gneiss,"Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121 OR/OU Wanless, R.K., Stevens, R.D., Lachance, G.R. and Rimsaite, J.Y.H., 1966. K-Ar isotopic ages, Report 6; Age determinations and geological studies, Geological Survey of Canada, Paper 65-17, p. 7-101",GSCdatabase,,,,,,
SH-55-62,1070,65,65,K/Ar,Metamorphic,"Reported as 1060 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = ""not detected"". Correction for atmospheric argon problematic. Age is inconsistent older with biotite-pair.",Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,QC,49.58757,-74.25929,"Road cut on Chibougamau Highway, approx. 950 m NW of a bridge over the narrows in Lac Dufresne",unknown,Metamorphic,"medium-grained grey paraschist, derived from arkose","Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121 OR/OU Wanless, R.K., Stevens, R.D., Lachance, G.R. and Rimsaite, J.Y.H., 1966. K-Ar isotopic ages, Report 6; Age determinations and geological studies, Geological Survey of Canada, Paper 65-17, p. 7-101",GSCdatabase,,,,,,
DE-65-2,875,32,32,K/Ar,Metamorphic,Reported as 864 Ma; recalibrated to IUGS (1977) decay constants.,Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,QC,52.55007,-67.88269,Mt. Wright area.,Parathochthonous Belt - Kaniapiskau Supergroup,Metamorphic,"muscovite schist, developed in clean white quartzite","Wanless, R.K., Stevens, R.D., Lachance, G.R. and Edmonds, C.M., 1968. K-Ar isotopic ages, Report 8; Age determinations and geological studies, Geological Survey of Canada, Paper 67-2A, p. 11-141",GSCdatabase,,,,,,
FA-DS-110-59,941,55,55,K/Ar,Metamorphic,Reported as 930 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = trace; 30% of the flakes contain includions of apatite and quartz. Correction for atmospheric argon problematic.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,NL,53.51675,-66.1493,"12 km SE of Evening Lake, Labrador","Parauthochthonous Belt - Knob Lake Group, Kaniapiskau Supergroup",Metamorphic,garnetiferous biotite-muscovite schist,"Lowdon, J.A., Stockwell, C.H., Tipper, H.W. and Wanless, R.K., 1963. Isotopic ages - Report 3; Age determinations and geological studies (including Isotopic Ages - Report 3); Geological Survey of Canada, Paper 62-17, p. 5-120",GSCdatabase,,,,,,
FA-12-59,991,60,60,K/Ar,Metamorphic,Reported as 980 Ma; recalibrated to IUGS (1977) decay constants. Correction for atmospheric argon problematic. Chlorite content = 3%. Younger than biotite age.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,NL,53.08341,-66.74934,"East of Wabash Lake, Labrador",unknown,Metamorphic,grey and white-weathering migmatite gneiss,"Lowdon, J.A., 1961. Part I - Geological age determinations; Age determinations by the Geological Survey of Canada, Report 2, Isotopic ages; Geological Survey of Canada Paper 61-17, p. 5-86",GSCdatabase,,,,,,
WE-60-27-59,1563,90,90,K/Ar,Metamorphic,Reported as 1555 Ma; recalibrated to IUGS (1977) decay constants. Chlorite content = 8% (bit high). Correction for atmospheric argon problematic.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,NL,54.50009,-65.7659,"Approx. 6.5 km NE of Seward Lake, Labrador",Knob Lake group correl.?,Metamorphic,muscovite biotite garnet gneiss,"Lowdon, J.A., 1961. Part I - Geological age determinations; Age determinations by the Geological Survey of Canada, Report 2, Isotopic ages; Geological Survey of Canada Paper 61-17, p. 5-86",GSCdatabase,,,,,,
SH-20-61,1015,60,60,K/Ar,Metamorphic,Reported as 1005 Ma; recalibrated to IUGS (1977) decay constants. Correction for atmospheric argon problematic. Chlorite not detected.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,NL,54.3862,-60.7491,"E end of small lake, NE of Lasby Lake, Labrador",Allochthonous Polycyclic Belt - Bruce River Group,Sedimentary,fine-grained grey metagreywacke,"Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121",GSCdatabase,,,,,,
SH-14-61,975,59,59,K/Ar,Metamorphic,Reported as 975 Ma; recalibrated to IUGS (1977) decay constants. Correction for atmospheric argon problematic. Chlorite not detected.,Muscovite,Ar Furnace-Fusion,Estimate,Grenville Province,NL,54.1351,-61.40585,"S shore of small lake, 2.4 km E of Naskaupi River, Labrador. Coordinates refined by NGS compilers.",Allochthonous Polycyclic Belt - Seal Lake Group,Metamorphic,sericitic quartzite,"Leech, G.B., Lowdon, J.A., Stockwell, C.H. and Wanless, R.K., 1963. Age determinations by the Geological Survey of Canada, Report 4, isotopic ages; Geological Survey of Canada, Paper 63-17, p. 1-121",GSCdatabase,,,,,,
10 NPB,1053,15,15,Ar/Ar,Metamorphic,"Reported as 1046 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998) from MMhb-1=519.4 (Alexander, 1978). Age is plateau age, 88.9% gas release. Total gas age = 1056Ma (recalc'd).",Muscovite,Ar Furnace-Step,Direct,Grenville Province,NL,54.08709,-62.31738,"Red Wine Lake, 1 km south, Labrador. Coordinates approximated from sketch map in report (by NGS compilers)",Trans Labrador Batholith - Disappointment Lake gneiss,Metamorphic,"unannealed mylonitic phyllonite, collected from ductile strain zone in paragneiss","Dallmeyer, R.D., 1987. 40Ar/39Ar mineral age record of variably superimposed Proterozoic tectonothermal events in the Grenville Orogen, central Labrador.; Canadian Journal of Earth Sciences, v. 24, p. 314-333",GSCdatabase,,,,,,
12 NPB,1095,15,15,Ar/Ar,Metamorphic,"Reported as 1088 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998) from MMhb-1=519.4 (Alexander, 1978). Age is plateau age, 81.5% gas release. Total gas age = 1130 Ma (recalc'd).",Muscovite,Ar Furnace-Step,Direct,Grenville Province,NL,54.03342,-62.31585,"Red Wine Lake, 7.5 km south, Labrador. Coordinates approximated from sketch map in report (by NGS compilers)",Trans Labrador Batholith - North Pole Brook Intrusive Suite,Metamorphic,"unannealed mylonitic phyllonite, collected from ductile strain zone in paragneiss","Dallmeyer, R.D., 1987. 40Ar/39Ar mineral age record of variably superimposed Proterozoic tectonothermal events in the Grenville Orogen, central Labrador.; Canadian Journal of Earth Sciences, v. 24, p. 314-333",GSCdatabase,,,,,,
L6a,926,11,11,K/Ar,Metamorphic,Reported as 917 Ma to Old-western (modified) constants; recalibrated to IUGS (1977) decay constants.,Muscovite,Ar Furnace-Fusion,Direct,Grenville Province,NL,54.46673,-57.06569,"Munday Island, Labrador",Trans-Labrador batholith - unknown,Metamorphic,granite gneiss,"Grasty, R.L., Rucklidge, J.C. and Elders, W.A., 1969. New K-Ar age determinations on rocks from the east coast of Labrador.; Canadian Journal of Earth Sciences, v. 6, p. 340-344",GSCdatabase,,,,,,
"80-2, 4, 5, 7, 8, 9",911,0,0,Rb/Sr,Metamorphic,This is 3-pt WR-min age for one of the samples in the suite (80-2). Recalculated from 931 Ma from assumed decay constant of 1.39E-11 to IUGS 1977 (1.42E-11). Error/fit stats not reported; no analytical data in report.,"Muscovite, Whole Rock",TIMS,Estimate,Grenville Province,ON,45.70004,-80.46652,Point au Barile / Georgian Bay area. Samples not located in report; coordinates approximate (by OGS compilers),Grenville Front Tectonic Zone - Point au Barile paragneiss,Metamorphic,suite of paragneiss samples,"Krogh, T.E. and Davis, G.L., 1970. Paragneiss studies in the Georgian Bay area - 90 km southeast of the Grenville Front; Carnegie Institution Of Washington, Yearbook, v. 69, p. 339-341 OR/OU Krogh, T.E. and Davis, G.L., 1969. Metamorphism 1700+100 m.y. and 800+100 m.y. ago in the northwest part of the Grenville Province of Ontario; Carnegie Institution Of Washington, Yearbook, v. 68, p. 309-313",GSCdatabase,,,,,,
F-8,998,40,40,Pb/Pb,Metamorphic,"This is an ""unpublished Gariepy"" isochron age, which is reported in this paper (on which Gariepy is a coauthor). No analytical details; material used = ""metamorphic minerals"" from this sample. Not clear if the age is for the granite or the metaseds.",Other,TIMS,Estimate,Grenville Province,QC,47.3048,-76.86719,"On Hwy 117, 67 km S of Grenville Front. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item",Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Plutonic,slightly foliated granite cutting metasediments; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30, p. 1056-1065",GSCdatabase,,,,,,
MC88-8,1060,4,4,Ar/Ar,Metamorphic,"Spectra disturbed (steps up), age is oldest apparent age at high temp (35% gas release). Reported as 1055 Ma to flux monitor MMhb-1=520.4 Ma; recalculated to MMhb-1=523.1 (Renne et al, 1998). Error doubled (reported to only 1-sigma in paper).",Phlogopite,Ar Furnace-Step,Maximum Estimate,Grenville Province,ON,44.88339,-78.39977,No topographic references given. Coordinates interpolated from sketch map in report.,"Central Metasedimentary Belt, Bancroft terrane - Bancroft undivided",Metamorphic,amphibolite,"Cosca, M.A., Essene, E.J., Kunk, M.G. and Sutter, J.F., 1992. Differential unroofing within the Central Metasedimentary Belt of the Grenville Orogen: constraints from 40Ar/39Ar thermochronology; Contributions to Mineralogy and Petrology, v. 110, p. 211-225",GSCdatabase,,,,,,
